warm,autism1,gmo1,ftblack,ftwhite,fthisp,ftasian,ftmuslim
1,-1,-1,100,69,93,100,100
1,-1,-1,59,60,59,50,62
2,-1,-1,12,98,4,1,2
2,-1,-1,97,93,92,93,95
1,1,1,88,75,76,23,65
1,-1,-1,80,79,80,80,77
1,2,1,83,1,100,76,81
2,1,2,50,50,50,50,50
1,-1,-1,90,91,91,92,92
1,-1,-1,100,71,67,42,31
2,-1,-1,7,8,4,13,8
2,1,2,37,100,69,97,17
1,1,1,71,63,53,69,72
1,2,1,88,87,88,86,80
2,-1,-1,78,87,81,49,11
1,-1,-1,60,90,51,60,51
1,-1,-1,2,1,2,2,9
2,-1,-1,100,100,100,100,50
1,2,1,50,50,50,50,5
1,-1,-1,93,95,83,93,93
1,2,2,86,86,86,89,87
1,-1,-1,50,50,61,50,55
2,2,1,79,99,49,79,22
2,2,2,67,61,57,82,50
1,2,1,94,99,0,86,7
2,-1,-1,100,100,100,100,1
2,2,2,13,50,13,100,13
2,2,2,69,59,83,75,34
1,-1,-1,6,16,1,9,1
1,2,2,89,51,30,47,47
1,2,1,100,96,99,100,100
1,2,2,51,59,82,81,66
1,1,2,100,100,100,100,100
1,2,1,90,90,90,90,50
2,2,2,95,95,94,95,35
2,-1,-1,95,100,88,99,78
1,-1,-1,76,71,77,85,66
1,-1,-1,50,50,50,50,50
2,-1,-1,13,100,52,100,6
1,1,1,100,56,52,43,40
1,1,2,99,50,97,99,96
1,-1,-1,51,51,66,51,51
1,1,2,92,72,97,51,6
1,-1,-1,66,20,66,90,75
1,2,1,2,67,11,62,78
1,2,2,98,100,59,99,58
1,-1,-1,87,90,85,85,87
1,2,2,19,31,48,41,9
1,-1,-1,100,0,31,23,50
1,-1,-1,60,53,100,63,68
2,2,1,54,34,25,26,3
1,2,1,81,86,81,81,76
1,2,1,59,70,61,65,45
1,-1,-1,63,97,3,70,44
1,-1,-1,50,96,100,6,6
1,2,1,90,90,90,90,60
-7,-1,-1,67,50,47,56,48
2,-1,-1,40,75,85,30,5
2,2,1,50,50,50,50,50
2,-1,-1,76,74,72,77,22
1,-1,-1,76,72,74,71,72
1,2,2,83,77,85,90,84
1,-1,-1,59,62,63,58,50
1,-1,-1,75,100,99,100,0
1,2,1,80,100,50,50,50
1,-1,-1,97,90,97,100,99
1,2,1,60,76,60,60,0
1,2,2,71,72,58,58,28
1,-1,-1,70,70,75,82,50
1,2,2,20,11,2,27,1
2,2,2,90,55,90,90,89
1,2,2,44,90,50,11,52
1,2,2,78,70,73,71,72
1,-1,-1,66,50,91,71,66
2,2,1,81,90,82,76,9
1,2,2,71,81,90,65,66
1,-1,-1,100,100,100,100,100
2,1,2,50,50,50,50,0
1,2,1,1,4,6,3,3
1,2,2,70,70,50,50,50
1,-1,-1,82,78,71,80,64
1,2,1,100,99,98,100,100
2,-1,-1,31,78,41,16,24
1,-1,-1,76,71,72,70,15
1,-1,-1,100,27,99,100,1
1,2,2,53,50,52,52,50
1,2,1,68,81,67,71,75
1,2,2,50,4,53,50,28
1,-1,-1,4,59,29,75,74
1,2,1,50,51,49,51,0
1,2,2,69,97,83,100,1
1,-1,-1,42,54,48,52,47
1,-1,-1,58,54,75,63,46
1,-1,-1,53,62,52,54,46
1,2,1,45,45,45,45,45
1,-1,-1,93,97,80,85,78
1,-1,-1,41,50,80,49,51
1,2,2,99,100,55,95,1
1,-1,-1,99,100,75,42,6
2,2,2,33,88,89,99,92
1,-1,-1,98,98,98,98,50
1,2,2,99,100,99,100,100
1,2,2,51,50,54,52,50
1,-1,-1,91,89,90,90,50
1,2,1,95,95,95,95,95
1,-1,-1,51,51,51,51,50
1,2,1,50,50,50,50,50
1,2,2,91,52,41,35,40
1,-1,-1,63,62,61,60,61
2,2,2,95,95,95,95,95
1,-1,-1,95,93,90,92,51
1,-1,-1,85,69,76,74,57
1,1,2,57,52,55,49,45
1,-1,-1,100,13,51,22,99
2,-1,-1,68,71,58,65,70
1,-1,-1,50,53,49,50,3
1,2,2,81,95,60,50,55
1,-1,-1,75,42,75,75,66
1,2,1,87,90,90,88,88
1,2,1,10,100,84,87,0
1,1,2,50,50,51,51,41
1,-1,-1,78,71,75,73,69
1,2,2,72,53,70,41,41
2,2,1,48,52,40,41,49
1,2,2,99,68,80,90,86
1,-1,-1,100,100,98,100,100
1,2,2,100,100,100,99,100
2,2,1,58,30,59,59,52
1,-1,-1,96,94,91,96,4
2,2,2,81,80,81,81,77
2,-1,-1,50,0,50,50,50
2,2,2,11,85,47,79,22
1,-1,-1,49,50,49,50,47
1,-1,-1,72,71,71,71,72
1,2,1,70,70,70,71,51
1,2,2,44,100,49,60,31
1,-1,-1,50,50,56,51,48
1,2,1,67,77,70,63,60
2,-1,-1,74,75,71,72,72
2,-1,-1,85,90,68,49,17
1,2,1,89,86,90,86,86
1,-1,-1,79,84,66,76,68
1,2,1,51,42,50,50,50
2,-1,-1,100,90,95,81,60
1,2,1,91,95,90,90,90
2,2,1,69,69,69,69,51
1,2,2,81,90,80,89,18
2,-1,-1,48,98,38,39,30
1,-1,-1,50,51,51,52,51
2,-1,-1,51,66,31,30,30
2,-1,-1,71,82,38,24,0
2,1,1,73,74,30,63,53
1,2,2,100,100,100,100,31
1,-1,-1,61,60,59,50,56
2,2,1,53,72,56,12,2
1,2,2,92,91,97,91,88
1,-1,-1,57,47,27,33,16
2,2,2,81,100,30,6,0
1,1,2,40,98,42,98,51
1,2,2,89,70,90,79,90
2,2,2,3,10,10,15,7
1,2,1,59,80,99,67,67
1,2,1,100,20,100,100,90
2,2,1,61,70,60,63,64
1,2,1,41,84,5,75,52
2,1,1,94,84,100,93,99
1,-1,-1,70,90,50,50,1
2,2,1,90,91,70,70,0
1,-1,-1,53,51,72,64,41
2,2,2,100,100,100,97,1
2,-1,-1,51,91,35,55,20
1,-1,-1,94,89,90,94,89
2,-1,-1,87,94,92,91,31
1,2,2,50,50,50,50,50
2,-1,-1,89,91,48,50,2
2,-1,-1,65,74,71,60,49
1,-1,-1,51,81,50,50,50
2,2,2,73,72,65,62,19
1,-1,-1,51,49,50,50,50
1,2,2,93,99,78,87,10
2,-1,-1,58,57,82,88,54
1,-1,-1,95,79,81,76,75
2,-1,-1,84,85,87,88,53
1,2,2,93,94,87,93,88
1,-1,-1,46,59,50,50,37
1,2,1,99,99,99,100,71
1,2,2,100,60,59,51,70
1,2,2,100,99,90,91,100
1,-1,-1,60,43,61,53,59
1,2,1,64,85,66,46,50
1,2,1,97,97,97,94,40
1,-1,-1,100,100,100,100,100
1,-1,-1,81,81,91,83,69
1,-1,-1,50,60,50,50,9
1,2,1,60,60,60,60,60
1,-1,-1,68,48,70,52,9
1,-1,-1,51,52,52,50,52
1,2,1,21,86,60,51,6
1,2,2,31,85,28,31,23
2,-1,-1,68,65,68,70,67
1,-1,-1,51,50,51,51,51
1,-1,-1,60,62,61,60,60
2,2,2,85,97,31,70,21
1,2,1,100,100,100,100,100
2,2,2,79,75,75,49,51
1,2,2,86,80,80,81,81
2,2,1,86,87,71,84,51
1,-1,-1,82,80,70,62,79
1,2,2,51,51,51,81,50
1,2,1,76,100,56,40,27
1,-1,-1,99,100,100,99,70
2,-1,-1,0,51,0,0,0
1,-1,-1,52,89,52,62,5
1,2,1,60,80,40,80,30
1,-1,-1,40,41,41,41,30
1,-1,-1,59,44,53,55,53
1,2,2,31,81,50,20,31
1,-1,-1,100,50,51,52,51
1,2,2,59,83,24,27,0
2,-1,-1,97,97,95,98,52
1,-1,-1,70,71,70,69,50
2,-1,-1,87,73,93,89,63
1,-1,-1,73,74,74,75,75
2,-1,-1,77,97,26,53,0
1,2,1,72,69,65,72,58
1,2,1,70,89,70,8,2
1,2,1,100,100,100,100,100
2,-1,-1,66,94,94,94,50
1,-1,-1,41,51,51,50,9
1,-1,-1,53,99,66,78,53
1,-1,-1,58,60,42,40,26
1,-1,-1,70,69,70,70,5
1,1,2,50,51,50,50,49
2,-1,-1,20,20,20,20,20
1,-1,-1,54,68,40,59,16
1,-1,-1,50,50,50,50,50
1,-1,-1,50,50,50,50,50
2,-1,-1,0,0,0,0,0
1,1,1,40,90,91,92,5
1,-1,-1,89,55,71,70,70
1,2,1,58,77,54,78,21
1,2,1,57,58,7,6,5
1,-1,-1,80,80,80,80,80
1,-1,-1,77,71,76,75,71
1,-1,-1,54,81,50,50,29
2,-1,-1,71,70,60,52,52
1,2,1,76,76,76,76,76
1,2,1,69,70,55,75,56
1,-1,-1,89,77,75,80,61
1,-1,-1,65,70,54,24,26
1,-1,-1,50,52,50,50,41
1,-1,-1,99,69,70,70,71
1,-1,-1,50,50,50,50,50
2,-1,-1,88,89,69,85,13
2,-1,-1,90,78,89,100,91
1,2,2,80,81,81,80,80
1,-1,-1,79,99,81,80,29
1,-1,-1,50,50,50,50,50
1,-1,-1,97,71,94,93,51
1,-1,-1,50,51,50,50,50
2,2,1,91,90,91,91,19
1,2,1,87,87,88,52,87
1,1,2,81,81,81,78,55
1,2,1,51,52,51,51,50
1,2,2,80,91,70,90,48
2,1,2,75,89,55,57,50
2,2,1,88,90,81,90,2
1,1,2,58,99,98,94,31
1,-1,-1,49,80,36,100,1
2,2,1,76,75,81,100,44
1,-1,-1,60,69,63,61,43
2,-1,-1,86,86,60,69,50
2,-1,-1,2,55,4,53,3
2,-1,-1,81,83,81,85,31
1,-1,-1,95,60,64,63,44
1,2,2,60,60,60,60,60
1,2,1,75,74,75,75,41
2,-1,-1,50,98,3,10,7
1,-1,-1,68,52,69,54,51
1,2,1,79,79,82,69,2
2,2,1,87,91,66,94,38
1,2,2,99,81,31,62,73
1,-1,-1,79,80,74,82,60
1,2,1,58,81,68,57,60
1,2,1,75,76,76,77,75
1,2,1,100,78,100,100,100
1,2,2,19,89,20,31,11
2,-1,-1,75,75,75,75,11
2,2,1,72,72,72,72,73
1,2,2,95,95,93,94,94
1,2,1,72,69,75,80,19
1,-1,-1,50,50,50,50,50
2,2,2,50,51,50,50,50
1,2,1,65,50,50,50,30
2,-1,-1,50,50,51,49,50
1,2,1,100,100,71,50,0
1,-1,-1,50,50,50,50,50
2,2,2,50,50,50,50,50
1,2,1,49,50,49,50,49
2,-1,-1,100,100,100,100,0
1,2,1,49,50,49,53,50
1,2,1,100,25,98,99,99
1,-1,-1,97,97,95,97,56
2,-1,-1,70,93,72,61,2
1,-1,-1,91,80,80,80,0
1,2,1,50,50,50,50,50
1,2,2,95,51,91,91,89
1,-1,-1,66,66,66,66,31
2,-1,-1,86,86,84,84,29
2,-1,-1,100,100,99,100,1
2,-1,-1,35,52,43,44,48
1,-1,-1,82,86,76,72,75
1,1,1,90,99,94,72,44
2,2,2,50,51,50,50,9
1,2,1,90,91,73,50,55
1,-1,-1,100,99,100,99,92
2,2,2,12,100,7,27,11
1,2,2,70,70,70,80,50
2,-1,-1,44,48,3,3,2
1,-1,-1,48,92,18,71,30
1,-1,-1,91,86,76,79,79
2,-1,-1,89,89,88,88,90
1,-1,-1,99,98,99,99,99
1,-1,-1,30,62,82,50,11
1,-1,-1,60,53,52,68,46
1,2,2,90,89,89,89,88
1,-1,-1,36,35,47,50,30
1,-1,-1,99,49,100,56,51
2,-1,-1,100,86,88,50,81
2,2,1,99,99,96,99,31
2,-1,-1,50,53,52,40,3
2,2,2,50,75,2,30,2
1,-1,-1,91,91,91,91,91
2,2,2,100,100,100,100,100
1,2,2,99,6,3,4,4
1,2,1,68,67,65,79,64
2,2,2,82,95,89,97,32
2,2,1,100,87,90,68,86
1,2,1,59,44,56,58,54
1,2,2,61,51,76,70,50
1,1,2,49,44,48,51,98
2,-1,-1,77,38,28,31,71
1,-1,-1,96,95,83,86,82
1,-1,-1,81,88,83,86,81
1,2,1,99,92,89,82,62
1,2,1,75,49,76,65,77
2,-1,-1,69,93,88,81,77
1,2,1,99,80,97,100,99
1,1,2,100,18,63,21,85
1,2,1,99,16,85,56,87
1,-1,-1,70,70,69,69,12
1,2,1,51,50,50,51,61
2,-1,-1,100,100,100,97,100
1,2,1,41,40,42,74,63
1,2,1,77,86,81,84,71
1,1,1,50,50,50,50,100
1,2,2,78,89,78,86,41
1,-1,-1,95,94,90,92,94
1,1,2,51,84,60,75,2
2,-1,-1,46,83,100,50,40
1,2,1,100,53,100,100,75
1,-1,-1,60,35,8,7,7
2,-1,-1,87,86,52,92,3
2,-1,-1,88,81,86,79,79
2,1,2,100,18,60,38,52
2,2,2,53,98,1,11,0
1,-1,-1,50,50,50,50,50
1,2,2,87,23,4,16,2
1,2,2,100,100,100,100,100
2,-1,-1,2,1,2,3,3
1,2,1,50,50,50,50,50
1,-1,-1,70,50,55,53,50
1,1,2,38,60,52,51,56
1,-1,-1,95,75,95,95,35
1,-1,-1,85,88,89,90,84
1,1,2,100,49,80,64,99
1,-1,-1,90,94,89,9,88
1,-1,-1,50,50,60,60,50
1,-1,-1,70,44,50,50,50
1,-1,-1,99,100,68,35,49
-7,2,2,56,90,40,50,24
1,-1,-1,98,98,100,100,100
1,2,1,100,100,100,100,100
1,-1,-1,80,60,85,60,75
1,-1,-1,45,80,47,60,50
1,2,2,2,97,92,50,3
1,-1,-1,71,50,99,48,76
1,2,1,77,76,50,48,48
1,1,1,94,86,94,78,79
1,2,2,100,100,100,100,100
1,-1,-1,78,27,80,45,73
2,-1,-1,46,50,40,41,3
1,2,2,74,7,78,75,19
1,2,1,60,53,69,91,71
1,2,2,50,95,40,72,22
1,2,1,91,86,100,99,50
1,2,2,72,60,60,66,60
2,2,1,50,50,50,50,50
2,1,2,49,52,100,45,38
1,2,2,50,50,50,50,40
1,-1,-1,50,56,55,14,4
1,2,2,89,50,82,68,41
1,2,1,92,87,99,94,94
1,2,1,50,52,51,52,49
1,2,2,71,55,69,55,53
1,-1,-1,99,3,2,1,4
1,-1,-1,86,79,84,72,81
1,1,2,80,60,70,65,70
1,-1,-1,99,99,99,100,99
1,2,1,70,70,70,71,63
1,-1,-1,100,99,89,90,56
1,1,2,100,99,100,98,100
1,2,1,50,50,50,60,50
1,-1,-1,50,50,50,56,50
2,-1,-1,88,90,90,85,53
2,-1,-1,100,99,100,100,91
1,2,2,50,50,54,49,51
2,-1,-1,48,50,51,53,52
2,2,2,64,61,50,54,42
1,-1,-1,54,69,50,68,49
1,-1,-1,90,78,72,86,51
2,-1,-1,77,51,100,62,53
1,-1,-1,52,53,54,50,53
1,2,2,50,50,50,50,50
1,2,1,70,60,75,60,28
1,2,2,100,100,100,100,100
1,2,1,50,50,50,50,50
1,2,1,99,40,100,99,97
1,1,1,47,56,62,68,46
2,1,2,71,84,88,40,44
1,-1,-1,69,72,69,76,41
2,-1,-1,53,50,32,52,31
1,-1,-1,100,84,100,98,95
2,-1,-1,42,94,78,66,25
1,-1,-1,83,94,94,88,84
2,2,2,11,17,50,44,83
1,-1,-1,58,70,70,78,75
1,1,2,81,84,78,58,72
1,-1,-1,82,55,83,67,76
1,-1,-1,97,99,94,70,91
1,-1,-1,100,91,100,98,98
2,2,2,40,40,40,40,10
2,2,2,50,50,50,50,50
1,1,2,58,36,49,49,41
1,2,1,50,95,50,50,50
2,2,1,31,31,31,37,30
2,-1,-1,100,100,68,100,27
2,-1,-1,80,79,80,80,80
1,1,1,98,99,94,98,38
1,-1,-1,73,60,91,72,85
1,2,1,71,50,50,50,50
1,-1,-1,41,51,63,70,20
2,2,1,84,84,84,84,84
1,-1,-1,100,80,30,55,30
2,-1,-1,13,25,98,19,30
2,-1,-1,100,20,85,60,20
2,2,1,23,33,19,40,49
1,-1,-1,100,5,91,91,90
1,2,1,50,50,50,50,50
2,2,2,99,99,94,88,57
1,1,2,2,50,50,50,0
1,2,2,97,52,100,92,78
1,-1,-1,85,50,75,85,75
1,-1,-1,98,57,97,97,97
1,2,1,64,83,52,47,97
2,1,2,53,47,72,52,50
1,2,2,53,50,99,19,71
1,-1,-1,76,5,7,12,11
1,2,1,50,50,50,53,52
2,-1,-1,96,50,95,91,50
2,2,2,66,99,33,38,58
1,-1,-1,100,1,100,4,3
1,-1,-1,87,32,92,93,77
1,2,1,80,56,72,83,68
2,-1,-1,98,97,100,99,100
2,-1,-1,97,97,100,100,86
1,2,1,98,100,99,99,100
1,-1,-1,47,39,36,49,62
2,-1,-1,47,64,47,65,29
2,2,2,22,58,10,50,9
1,-1,-1,27,29,34,37,22
2,1,1,78,66,76,86,17
2,-1,-1,0,99,0,0,0
1,2,1,61,51,63,62,60
1,-1,-1,79,86,97,65,28
1,2,1,100,99,100,100,50
2,1,2,51,51,51,51,5
2,1,1,28,14,52,38,36
1,2,1,59,75,78,60,58
2,-1,-1,40,50,50,53,33
2,2,2,27,33,34,40,31
1,1,2,86,85,79,96,40
1,-1,-1,100,84,88,70,71
1,-1,-1,63,70,66,68,50
1,-1,-1,78,66,99,74,81
1,-1,-1,94,88,92,94,51
1,2,1,98,100,91,88,61
1,2,1,51,51,51,51,41
1,2,2,100,82,100,100,100
1,-1,-1,85,86,100,74,80
1,-1,-1,50,50,50,51,50
1,2,1,50,50,50,50,50
2,2,2,88,88,93,84,90
1,1,2,100,100,100,95,98
1,2,1,52,49,51,51,47
2,2,2,59,40,70,53,25
1,-1,-1,62,84,88,83,67
1,-1,-1,55,50,60,85,50
2,2,2,11,9,16,10,20
1,-1,-1,100,98,100,100,100
1,2,1,100,69,100,100,51
2,-7,2,75,75,72,81,40
2,2,1,42,91,97,88,33
1,2,2,100,100,100,99,75
1,2,2,97,80,72,97,98
1,-1,-1,52,54,54,52,52
1,-1,-1,58,60,84,84,73
1,-1,-1,80,63,82,71,57
1,1,1,50,51,51,52,51
1,2,2,88,64,100,100,81
1,2,1,49,50,50,50,48
1,2,1,91,51,51,50,45
1,-1,-1,68,67,64,61,84
1,-1,-1,75,77,60,70,68
1,1,1,100,100,100,100,100
2,-1,-1,47,78,58,58,2
1,-1,-1,100,40,100,100,100
2,2,2,78,78,78,78,78
1,2,1,100,100,100,100,100
1,-1,-1,81,79,82,77,75
1,2,2,58,48,72,63,43
1,-1,-1,100,99,99,78,97
1,-1,-1,86,60,87,88,87
1,1,2,51,52,52,51,51
1,-1,-1,50,48,50,51,51
1,-1,-1,100,96,98,100,99
1,-1,-1,59,76,47,49,44
1,-1,-1,97,98,97,97,98
1,2,1,99,43,99,100,98
1,2,1,0,100,0,81,0
1,1,2,9,75,1,22,5
1,-1,-1,58,56,74,75,69
1,2,1,35,40,76,39,41
1,-1,-1,50,50,50,50,50
1,2,1,100,100,100,100,99
1,2,1,98,58,97,99,96
2,-1,-1,75,80,74,75,16
1,2,2,9,1,100,32,1
2,-1,-1,100,99,99,100,53
1,1,2,51,50,50,50,50
2,-1,-1,55,95,10,25,45
1,-1,-1,33,41,50,53,36
2,-1,-1,48,49,47,50,45
1,-1,-1,50,50,50,50,45
1,1,2,73,53,64,72,41
2,2,2,100,92,91,99,77
1,2,1,10,97,25,64,11
1,-1,-1,5,3,7,1,0
1,2,1,50,50,50,50,50
1,-1,-1,77,81,66,76,80
1,2,1,50,50,50,50,50
2,2,2,49,50,50,50,48
1,-1,-1,63,73,55,53,56
2,-1,-1,57,41,62,59,2
1,2,2,75,76,75,76,40
1,2,1,50,50,85,50,50
1,-1,-1,38,29,37,64,75
1,2,1,56,59,59,72,57
1,-1,-1,94,9,76,50,68
1,-1,-1,0,75,20,70,15
1,-1,-1,100,100,100,100,100
2,-1,-1,88,96,85,97,88
1,-1,-1,40,60,45,55,35
1,2,1,100,100,100,100,100
2,2,2,50,39,97,66,25
1,-1,-1,85,72,93,76,82
1,2,1,50,50,50,55,45
1,-1,-1,96,95,90,97,97
2,-1,-1,49,4,47,70,97
2,2,2,10,6,8,6,23
1,2,1,68,68,68,68,50
2,2,1,61,58,53,66,60
2,2,2,87,78,87,80,64
2,2,2,3,3,5,6,6
1,2,1,69,58,20,16,9
1,-1,-1,53,50,48,59,50
2,-1,-1,46,54,85,12,9
1,-1,-1,92,91,96,91,91
1,1,2,88,66,77,63,84
2,2,2,54,86,57,50,48
1,1,2,100,74,98,73,63
1,-1,-1,39,11,45,45,28
2,2,2,58,31,12,47,28
2,-1,-1,51,76,49,63,45
1,1,2,84,56,69,16,34
1,1,2,75,75,88,71,71
1,1,2,50,50,49,50,50
2,-1,-1,56,59,66,60,63
1,2,1,100,100,100,100,0
1,-1,-1,84,96,38,55,93
1,2,2,49,40,100,52,51
1,-1,-1,81,82,98,82,84
1,1,1,86,22,41,19,57
2,-1,-1,46,43,52,53,44
1,2,2,50,50,50,51,52
2,2,1,88,100,89,88,0
1,-1,-1,64,35,79,76,91
1,-1,-1,61,44,51,49,44
1,2,1,53,60,73,74,68
1,1,2,67,87,51,100,2
1,2,1,53,91,16,78,4
1,2,1,50,50,50,50,50
1,-1,-1,100,0,40,42,26
2,2,2,100,100,100,100,100
1,1,2,15,5,8,8,10
1,1,1,100,59,88,89,98
1,-1,-1,93,28,45,56,57
1,2,1,69,100,94,91,87
2,-1,-1,94,100,84,34,50
2,1,1,44,74,19,62,17
1,-1,-1,74,78,71,70,44
2,-1,-1,100,95,98,100,100
1,2,2,100,91,95,98,66
1,2,2,61,80,95,71,76
2,-1,-1,4,3,65,29,7
1,2,1,51,51,50,50,51
1,-1,-1,88,59,98,89,87
1,2,2,98,72,97,96,79
1,-1,-1,55,20,96,4,52
1,2,1,48,7,92,56,32
2,1,2,57,49,100,48,46
2,-1,-1,72,82,75,74,53
1,1,2,54,32,80,51,52
1,1,2,89,50,51,51,50
2,-1,-1,87,87,85,87,88
2,2,1,61,74,76,72,100
1,-1,-1,40,4,54,28,19
